Day,Borough,Swimming Pool,Program Type,Male Registration,Female Registration,Total Registration,Male Attendance,Female Attendance,Total Attendance
07/09/2019,Staten Island,Lyons,Early Bird,3,2,5,10,9,19
07/09/2019,Queens,Astoria,Early Bird,20,27,47,49,62,111
07/09/2019,Bronx,Crotona,Early Bird,0,0,0,2,2,4
07/09/2019,Bronx,Van Cortlandt,Early Bird,4,7,11,20,14,34
07/09/2019,Brooklyn,Sunset,Early Bird,10,9,19,38,35,73
07/09/2019,Brooklyn,Red Hook,Early Bird,14,17,31,29,32,61
07/09/2019,Brooklyn,McCarren,Early Bird,32,47,79,73,81,154
07/09/2019,Manhattan,Tony Dapolito,Early Bird,3,7,10,16,21,37
07/09/2019,Manhattan,Thomas Jefferson,Early Bird,2,4,6,12,9,21
07/09/2019,Manhattan,Jackie Robinson,Early Bird,5,11,16,16,28,44
07/09/2019,Manhattan,Asser Levy,Early Bird,9,4,13,19,20,39
07/09/2019,Manhattan,Lasker,Early Bird,15,19,34,34,44,78
07/09/2019,Manhattan,John Jay,Early Bird,12,12,24,24,32,56
07/09/2019,Manhattan,Hamilton Fish,Early Bird,27,21,48,58,56,114
07/08/2019,Staten Island,Lyons,Early Bird,7,1,8,12,5,17
07/08/2019,Queens,Astoria,Early Bird,14,16,30,38,34,72
07/08/2019,Bronx,Crotona,Early Bird,0,0,0,3,1,4
07/08/2019,Bronx,Van Cortlandt,Early Bird,2,4,6,11,11,22
07/08/2019,Brooklyn,Sunset,Early Bird,13,15,28,29,29,58
07/08/2019,Brooklyn,Red Hook,Early Bird,15,14,29,21,20,41
07/08/2019,Brooklyn,McCarren,Early Bird,44,27,71,56,38,94
07/08/2019,Manhattan,Tony Dapolito,Early Bird,6,7,13,13,17,30
07/08/2019,Manhattan,Thomas Jefferson,Early Bird,5,7,12,11,10,21
07/08/2019,Manhattan,Jackie Robinson,Early Bird,4,8,12,14,21,35
07/08/2019,Manhattan,Asser Levy,Early Bird,7,5,12,15,18,33
07/08/2019,Manhattan,Lasker,Early Bird,51,58,109,39,25,64
07/08/2019,Manhattan,John Jay,Early Bird,5,23,28,33,31,64
07/08/2019,Manhattan,Hamilton Fish,Early Bird,26,30,56,39,51,90
07/05/2019,Staten Island,Lyons,Early Bird,10,12,22,10,12,22
07/05/2019,Queens,Astoria,Early Bird,50,45,95,50,45,95
07/05/2019,Bronx,Crotona,Early Bird,3,2,5,3,2,5
07/05/2019,Bronx,Van Cortlandt,Early Bird,24,20,44,24,20,44
07/05/2019,Brooklyn,Sunset,Early Bird,32,42,74,32,42,74
07/05/2019,Brooklyn,Red Hook,Early Bird,14,24,38,14,24,38
07/05/2019,Brooklyn,McCarren,Early Bird,46,37,83,46,37,83
07/05/2019,Manhattan,Tony Dapolito,Early Bird,11,16,27,11,16,27
07/05/2019,Manhattan,Thomas Jefferson,Early Bird,10,12,22,10,12,22
07/05/2019,Manhattan,Jackie Robinson,Early Bird,11,19,30,11,19,30
07/05/2019,Manhattan,Asser Levy,Early Bird,14,24,38,14,24,38
07/05/2019,Manhattan,Lasker,Early Bird,36,40,76,36,40,76
07/05/2019,Manhattan,John Jay,Early Bird,32,47,79,32,47,79
07/05/2019,Manhattan,Hamilton Fish,Early Bird,42,48,90,42,48,90
08/31/2018,Bronx,Crotona,Night Owl,0,0,0,3,3,6
08/30/2018,Bronx,Crotona,Night Owl,0,0,0,2,3,5
08/29/2018,Bronx,Crotona,Night Owl,0,3,3,2,5,7
08/28/2018,Bronx,Crotona,Night Owl,0,0,0,2,0,2
08/27/2018,Bronx,Crotona,Night Owl,0,0,0,5,3,8
08/31/2018,Bronx,Van Cortlandt,Night Owl,0,0,0,2,8,10
08/30/2018,Bronx,Van Cortlandt,Night Owl,0,0,0,7,7,14
08/29/2018,Bronx,Van Cortlandt,Night Owl,0,0,0,5,9,14
08/28/2018,Bronx,Van Cortlandt,Night Owl,1,0,1,5,3,8
08/27/2018,Bronx,Van Cortlandt,Night Owl,2,2,4,9,12,21
08/31/2018,Brooklyn,McCarren,Night Owl,1,4,5,19,15,34
08/30/2018,Brooklyn,McCarren,Night Owl,4,7,11,36,45,81
08/29/2018,Brooklyn,McCarren,Night Owl,6,8,14,41,46,87
08/28/2018,Brooklyn,McCarren,Night Owl,9,7,16,52,42,94
08/27/2018,Brooklyn,McCarren,Night Owl,10,9,19,46,55,101
08/31/2018,Brooklyn,Sunset,Night Owl,0,0,0,6,8,14
08/30/2018,Brooklyn,Sunset,Night Owl,0,0,0,25,23,48
08/29/2018,Brooklyn,Sunset,Night Owl,3,0,3,21,16,37
08/28/2018,Brooklyn,Sunset,Night Owl,0,2,2,13,18,31
08/27/2018,Brooklyn,Sunset,Night Owl,2,1,3,18,15,33
08/31/2018,Brooklyn,Red Hook,Night Owl,0,0,0,7,2,9
08/30/2018,Brooklyn,Red Hook,Night Owl,4,2,6,11,18,29
08/29/2018,Brooklyn,Red Hook,Night Owl,4,3,7,19,16,35
08/28/2018,Brooklyn,Red Hook,Night Owl,5,7,12,19,21,40
08/27/2018,Brooklyn,Red Hook,Night Owl,3,6,9,19,14,33
08/31/2018,Staten Island,Lyons,Night Owl,0,0,0,1,0,1
08/30/2018,Staten Island,Lyons,Night Owl,0,0,0,8,9,17
08/29/2018,Staten Island,Lyons,Night Owl,0,0,0,3,8,11
08/28/2018,Staten Island,Lyons,Night Owl,0,0,0,4,5,9
08/27/2018,Staten Island,Lyons,Night Owl,0,1,1,7,11,18
08/31/2018,Queens,Astoria,Night Owl,0,0,0,32,30,62
08/30/2018,Queens,Astoria,Night Owl,1,2,3,25,29,54
08/29/2018,Queens,Astoria,Night Owl,8,14,22,36,41,77
08/28/2018,Queens,Astoria,Night Owl,5,5,10,37,45,82
08/27/2018,Queens,Astoria,Night Owl,2,10,12,30,39,69
08/31/2018,Manhattan,Marcus Garvey,Night Owl,0,0,0,0,0,0
08/30/2018,Manhattan,Marcus Garvey,Night Owl,0,0,0,9,6,15
08/29/2018,Manhattan,Marcus Garvey,Night Owl,0,0,0,0,0,0
08/28/2018,Manhattan,Marcus Garvey,Night Owl,1,1,2,8,14,22
08/27/2018,Manhattan,Marcus Garvey,Night Owl,0,3,3,9,12,21
08/31/2018,Manhattan,Lasker,Night Owl,0,0,0,13,11,24
08/30/2018,Manhattan,Lasker,Night Owl,3,3,6,23,36,59
08/29/2018,Manhattan,Lasker,Night Owl,2,9,11,24,49,73
08/28/2018,Manhattan,Lasker,Night Owl,9,8,17,29,47,76
08/27/2018,Manhattan,Lasker,Night Owl,16,17,33,36,41,77
08/31/2018,Manhattan,John Jay,Night Owl,0,0,0,19,20,39
08/30/2018,Manhattan,John Jay,Night Owl,3,4,7,17,32,49
08/29/2018,Manhattan,John Jay,Night Owl,0,0,0,31,25,56
08/28/2018,Manhattan,John Jay,Night Owl,0,0,0,30,30,60
08/31/2018,Manhattan,Hamilton Fish,Night Owl,0,0,0,13,7,20
08/30/2018,Manhattan,Hamilton Fish,Night Owl,1,2,3,29,19,48
08/29/2018,Manhattan,Hamilton Fish,Night Owl,0,0,0,32,29,61
08/28/2018,Manhattan,Hamilton Fish,Night Owl,0,0,0,30,30,60
08/30/2018,Manhattan,Tony Dapolito,Night Owl,0,0,0,7,9,16
08/29/2018,Manhattan,Tony Dapolito,Night Owl,0,0,0,0,0,0
08/28/2018,Manhattan,Tony Dapolito,Night Owl,1,8,9,9,22,31
08/27/2018,Manhattan,John Jay,Night Owl,0,0,0,34,29,63
08/27/2018,Manhattan,Hamilton Fish,Night Owl,0,0,0,40,23,63
08/31/2018,Manhattan,Tony Dapolito,Night Owl,0,0,0,6,5,11
08/27/2018,Manhattan,Tony Dapolito,Night Owl,2,4,6,12,12,24
08/31/2018,Manhattan,Asser Levy,Night Owl,0,0,0,6,5,11
08/30/2018,Manhattan,Asser Levy,Night Owl,0,0,0,11,12,23
08/29/2018,Manhattan,Asser Levy,Night Owl,0,4,4,13,21,34
08/28/2018,Manhattan,Asser Levy,Night Owl,0,4,4,11,14,25
08/27/2018,Manhattan,Asser Levy,Night Owl,4,3,7,15,17,32
08/24/2018,Bronx,Crotona,Night Owl,0,0,0,3,2,5
08/23/2018,Bronx,Crotona,Night Owl,0,0,0,2,1,3
08/22/2018,Bronx,Crotona,Night Owl,0,0,0,4,2,6
08/21/2018,Bronx,Crotona,Night Owl,0,0,0,3,1,4
08/20/2018,Bronx,Crotona,Night Owl,0,0,0,3,2,5
08/24/2018,Bronx,Van Cortlandt,Night Owl,0,0,0,6,9,15
08/23/2018,Bronx,Van Cortlandt,Night Owl,2,1,3,2,3,5
08/22/2018,Bronx,Van Cortlandt,Night Owl,4,0,4,8,11,19
08/21/2018,Bronx,Van Cortlandt,Night Owl,0,0,0,2,8,10
08/20/2018,Bronx,Van Cortlandt,Night Owl,4,0,4,10,15,25
08/24/2018,Brooklyn,McCarren,Night Owl,1,5,6,35,26,61
08/23/2018,Brooklyn,McCarren,Night Owl,9,6,15,32,39,71
08/22/2018,Brooklyn,McCarren,Night Owl,4,7,11,37,49,86
08/21/2018,Brooklyn,McCarren,Night Owl,3,4,7,28,33,61
08/20/2018,Brooklyn,McCarren,Night Owl,11,12,23,36,28,64
08/24/2018,Brooklyn,Sunset,Night Owl,0,0,0,19,13,32
08/23/2018,Brooklyn,Sunset,Night Owl,0,1,1,9,14,23
08/22/2018,Brooklyn,Sunset,Night Owl,1,2,3,13,15,28
08/21/2018,Brooklyn,Sunset,Night Owl,1,1,2,19,12,31
08/20/2018,Brooklyn,Sunset,Night Owl,0,4,4,12,19,31
08/24/2018,Brooklyn,Red Hook,Night Owl,0,1,1,13,9,22
08/23/2018,Brooklyn,Red Hook,Night Owl,4,2,6,16,10,26
08/22/2018,Brooklyn,Red Hook,Night Owl,1,2,3,13,15,28
08/21/2018,Brooklyn,Red Hook,Night Owl,4,2,6,15,8,23
08/20/2018,Brooklyn,Red Hook,Night Owl,1,1,2,10,6,16
08/24/2018,Staten Island,Lyons,Night Owl,1,2,3,6,6,12
08/23/2018,Staten Island,Lyons,Night Owl,0,1,1,4,5,9
08/22/2018,Staten Island,Lyons,Night Owl,0,0,0,4,10,14
08/21/2018,Staten Island,Lyons,Night Owl,0,0,0,4,1,5
08/20/2018,Staten Island,Lyons,Night Owl,0,0,0,3,4,7
08/24/2018,Queens,Astoria,Night Owl,2,2,4,19,22,41
08/23/2018,Queens,Astoria,Night Owl,1,1,2,16,19,35
08/21/2018,Queens,Astoria,Night Owl,4,5,9,32,24,56
08/20/2018,Queens,Astoria,Night Owl,4,2,6,32,18,50
08/24/2018,Manhattan,Marcus Garvey,Night Owl,0,0,0,6,6,12
08/23/2018,Manhattan,Marcus Garvey,Night Owl,0,0,0,8,6,14
08/22/2018,Manhattan,Marcus Garvey,Night Owl,0,0,0,7,10,17
08/21/2018,Manhattan,Marcus Garvey,Night Owl,0,0,0,6,8,14
08/20/2018,Manhattan,Marcus Garvey,Night Owl,2,1,3,6,3,9
08/24/2018,Manhattan,Lasker,Night Owl,5,3,8,16,26,42
08/23/2018,Manhattan,Lasker,Night Owl,1,2,3,10,24,34
08/22/2018,Manhattan,Lasker,Night Owl,3,4,7,22,25,47
08/21/2018,Manhattan,Lasker,Night Owl,5,2,7,20,20,40
08/20/2018,Manhattan,Lasker,Night Owl,2,3,5,16,22,38
08/24/2018,Manhattan,John Jay,Night Owl,1,1,2,14,19,33
08/23/2018,Manhattan,John Jay,Night Owl,0,0,0,12,12,24
08/22/2018,Manhattan,John Jay,Night Owl,7,10,17,25,29,54
08/21/2018,Manhattan,John Jay,Night Owl,9,3,12,18,18,36
08/20/2018,Manhattan,John Jay,Night Owl,3,8,11,19,20,39
08/24/2018,Manhattan,Hamilton Fish,Night Owl,0,0,0,23,20,43
08/23/2018,Manhattan,Hamilton Fish,Night Owl,5,4,9,19,26,45
08/22/2018,Manhattan,Hamilton Fish,Night Owl,1,2,3,45,25,70
08/21/2018,Manhattan,Hamilton Fish,Night Owl,1,1,2,28,22,50
08/20/2018,Manhattan,Hamilton Fish,Night Owl,0,0,0,28,23,51
08/24/2018,Manhattan,Tony Dapolito,Night Owl,1,0,1,9,7,16
08/23/2018,Manhattan,Tony Dapolito,Night Owl,0,0,0,8,8,16
08/22/2018,Manhattan,Tony Dapolito,Night Owl,2,1,3,7,9,16
08/21/2018,Manhattan,Tony Dapolito,Night Owl,0,0,0,5,4,9
08/20/2018,Manhattan,Tony Dapolito,Night Owl,0,2,2,9,7,16
08/24/2018,Manhattan,Asser Levy,Night Owl,1,3,4,7,4,11
08/23/2018,Manhattan,Asser Levy,Night Owl,1,1,2,10,8,18
08/22/2018,Manhattan,Asser Levy,Night Owl,1,2,3,11,16,27
08/21/2018,Manhattan,Asser Levy,Night Owl,1,0,1,9,11,20
08/20/2018,Manhattan,Asser Levy,Night Owl,1,1,2,8,10,18
08/17/2018,Bronx,Crotona,Night Owl,0,0,0,0,0,0
08/16/2018,Bronx,Crotona,Night Owl,0,0,0,3,2,5
08/15/2018,Bronx,Crotona,Night Owl,0,0,0,3,4,7
08/14/2018,Bronx,Crotona,Night Owl,0,0,0,3,3,6
08/13/2018,Bronx,Crotona,Night Owl,1,0,1,1,0,1
08/17/2018,Bronx,Van Cortlandt,Night Owl,0,0,0,0,0,0
08/16/2018,Bronx,Van Cortlandt,Night Owl,0,0,0,4,15,19
08/15/2018,Bronx,Van Cortlandt,Night Owl,1,1,2,4,13,17
08/14/2018,Bronx,Van Cortlandt,Night Owl,4,1,5,8,5,13
08/13/2018,Bronx,Van Cortlandt,Night Owl,0,0,0,2,9,11
08/17/2018,Brooklyn,McCarren,Night Owl,2,2,4,0,0,0
08/16/2018,Brooklyn,McCarren,Night Owl,3,9,12,40,50,90
08/15/2018,Brooklyn,McCarren,Night Owl,8,10,18,51,64,115
08/14/2018,Brooklyn,McCarren,Night Owl,3,1,4,39,16,55
08/13/2018,Brooklyn,McCarren,Night Owl,6,0,6,38,22,60
08/17/2018,Brooklyn,Sunset,Night Owl,1,2,3,18,14,32
08/16/2018,Brooklyn,Sunset,Night Owl,3,1,4,20,22,42
08/15/2018,Brooklyn,Sunset,Night Owl,2,4,6,17,21,38
08/14/2018,Brooklyn,Sunset,Night Owl,1,1,2,10,9,19
08/13/2018,Brooklyn,Sunset,Night Owl,0,0,0,0,0,0
08/17/2018,Brooklyn,Red Hook,Night Owl,2,4,6,12,9,21
08/16/2018,Brooklyn,Red Hook,Night Owl,4,4,8,16,15,31
08/15/2018,Brooklyn,Red Hook,Night Owl,5,2,7,22,14,36
08/14/2018,Brooklyn,Red Hook,Night Owl,3,3,6,13,11,24
08/13/2018,Brooklyn,Red Hook,Night Owl,4,1,5,14,5,19
08/17/2018,Staten Island,Lyons,Night Owl,1,1,2,10,16,26
08/16/2018,Staten Island,Lyons,Night Owl,0,1,1,8,14,22
08/15/2018,Staten Island,Lyons,Night Owl,0,2,2,5,12,17
08/14/2018,Staten Island,Lyons,Night Owl,0,0,0,4,4,8
08/13/2018,Staten Island,Lyons,Night Owl,0,0,0,5,4,9
08/17/2018,Queens,Astoria,Night Owl,1,1,2,12,13,25
08/16/2018,Queens,Astoria,Night Owl,5,6,11,29,36,65
08/15/2018,Queens,Astoria,Night Owl,5,6,11,34,42,76
08/14/2018,Queens,Astoria,Night Owl,1,4,5,22,22,44
08/13/2018,Queens,Astoria,Night Owl,2,2,4,30,19,49
08/17/2018,Manhattan,Marcus Garvey,Night Owl,0,0,0,0,0,0
08/16/2018,Manhattan,Marcus Garvey,Night Owl,0,1,1,10,13,23
08/15/2018,Manhattan,Marcus Garvey,Night Owl,0,2,2,4,9,13
08/14/2018,Manhattan,Marcus Garvey,Night Owl,0,0,0,5,7,12
08/13/2018,Manhattan,Marcus Garvey,Night Owl,0,0,0,4,6,10
08/17/2018,Manhattan,Lasker,Night Owl,1,2,3,13,17,30
08/16/2018,Manhattan,Lasker,Night Owl,4,9,13,39,25,64
08/15/2018,Manhattan,Lasker,Night Owl,5,6,11,28,40,68
08/14/2018,Manhattan,Lasker,Night Owl,0,2,2,16,24,40
08/13/2018,Manhattan,Lasker,Night Owl,1,2,3,17,15,32
08/17/2018,Manhattan,John Jay,Night Owl,3,4,7,13,18,31
08/16/2018,Manhattan,John Jay,Night Owl,7,4,11,33,32,65
08/15/2018,Manhattan,John Jay,Night Owl,5,11,16,28,35,63
08/14/2018,Manhattan,John Jay,Night Owl,0,3,3,17,20,37
08/13/2018,Manhattan,John Jay,Night Owl,4,8,12,24,17,41
08/17/2018,Manhattan,Hamilton Fish,Night Owl,0,2,2,31,11,42
08/16/2018,Manhattan,Hamilton Fish,Night Owl,1,4,5,33,34,67
08/15/2018,Manhattan,Hamilton Fish,Night Owl,5,9,14,41,47,88
08/14/2018,Manhattan,Hamilton Fish,Night Owl,0,1,1,21,16,37
08/13/2018,Manhattan,Hamilton Fish,Night Owl,3,1,4,31,20,51
08/17/2018,Manhattan,Tony Dapolito,Night Owl,3,2,5,8,12,20
08/16/2018,Manhattan,Tony Dapolito,Night Owl,1,1,2,17,14,31
08/15/2018,Manhattan,Tony Dapolito,Night Owl,1,0,1,10,12,22
08/14/2018,Manhattan,Tony Dapolito,Night Owl,2,0,2,9,8,17
08/13/2018,Manhattan,Tony Dapolito,Night Owl,0,0,0,5,5,10
08/17/2018,Manhattan,Asser Levy,Night Owl,0,2,2,5,10,15
08/16/2018,Manhattan,Asser Levy,Night Owl,3,2,5,10,11,21
08/15/2018,Manhattan,Asser Levy,Night Owl,2,5,7,13,22,35
08/14/2018,Manhattan,Asser Levy,Night Owl,3,1,4,8,6,14
08/13/2018,Manhattan,Asser Levy,Night Owl,1,0,1,9,11,20
08/10/2018,Bronx,Crotona,Night Owl,0,0,0,5,3,8
08/09/2018,Bronx,Crotona,Night Owl,1,3,4,6,7,13
08/08/2018,Bronx,Crotona,Night Owl,0,1,1,5,4,9
08/07/2018,Bronx,Crotona,Night Owl,0,0,0,0,0,0
08/06/2018,Bronx,Crotona,Night Owl,0,0,0,0,0,0
08/10/2018,Bronx,Van Cortlandt,Night Owl,2,2,4,11,2,13
08/09/2018,Bronx,Van Cortlandt,Night Owl,4,6,10,8,18,26
08/08/2018,Bronx,Van Cortlandt,Night Owl,4,3,7,10,16,26
08/07/2018,Bronx,Van Cortlandt,Night Owl,0,1,1,0,0,0
08/10/2018,Brooklyn,McCarren,Night Owl,5,11,16,37,42,79
08/09/2018,Brooklyn,McCarren,Night Owl,10,9,19,53,50,103
08/08/2018,Brooklyn,McCarren,Night Owl,8,19,27,50,50,100
08/07/2018,Brooklyn,McCarren,Night Owl,0,0,0,0,0,0
08/10/2018,Brooklyn,Sunset,Night Owl,2,1,3,21,13,34
08/09/2018,Brooklyn,Sunset,Night Owl,2,7,9,22,27,49
08/08/2018,Brooklyn,Sunset,Night Owl,0,1,1,1,1,2
08/07/2018,Brooklyn,Sunset,Night Owl,0,0,0,0,0,0
08/10/2018,Brooklyn,Red Hook,Night Owl,2,2,4,15,10,25
08/08/2018,Brooklyn,Red Hook,Night Owl,2,9,11,16,24,40
08/07/2018,Brooklyn,Red Hook,Night Owl,0,0,0,0,0,0
08/06/2018,Brooklyn,Red Hook,Night Owl,3,2,5,0,0,0
08/10/2018,Staten Island,Lyons,Night Owl,1,1,2,6,5,11
08/09/2018,Staten Island,Lyons,Night Owl,1,4,5,10,17,27
08/10/2018,Queens,Astoria,Night Owl,4,6,10,29,34,63
08/09/2018,Queens,Astoria,Night Owl,10,14,24,47,41,88
08/10/2018,Manhattan,Marcus Garvey,Night Owl,0,1,1,3,6,9
08/09/2018,Manhattan,Marcus Garvey,Night Owl,2,3,5,10,14,24
08/10/2018,Manhattan,Lasker,Night Owl,6,7,13,22,31,53
08/09/2018,Manhattan,Lasker,Night Owl,6,5,11,28,32,60
08/08/2018,Staten Island,Lyons,Night Owl,0,1,1,5,4,9
08/08/2018,Queens,Astoria,Night Owl,12,19,31,49,44,93
08/08/2018,Manhattan,Marcus Garvey,Night Owl,6,5,11,15,14,29
08/08/2018,Manhattan,Lasker,Night Owl,8,12,20,30,38,68
08/07/2018,Staten Island,Lyons,Night Owl,0,0,0,0,0,0
08/07/2018,Queens,Astoria,Night Owl,0,0,0,0,0,0
08/07/2018,Manhattan,Marcus Garvey,Night Owl,0,0,0,0,0,0
08/07/2018,Manhattan,Lasker,Night Owl,1,1,2,3,4,7
08/10/2018,Manhattan,John Jay,Night Owl,6,12,18,13,25,38
08/10/2018,Manhattan,Hamilton Fish,Night Owl,2,6,8,38,31,69
08/10/2018,Manhattan,Tony Dapolito,Night Owl,3,1,4,9,12,21
08/10/2018,Manhattan,Asser Levy,Night Owl,0,0,0,0,0,0
08/09/2018,Manhattan,John Jay,Night Owl,6,13,19,23,30,53
08/09/2018,Manhattan,Hamilton Fish,Night Owl,11,14,25,48,65,113
08/09/2018,Manhattan,Tony Dapolito,Night Owl,2,3,5,12,16,28
08/09/2018,Manhattan,Asser Levy,Night Owl,3,4,7,13,15,28
08/08/2018,Manhattan,John Jay,Night Owl,8,12,20,32,30,62
08/08/2018,Manhattan,Hamilton Fish,Night Owl,7,6,13,40,34,74
08/08/2018,Manhattan,Tony Dapolito,Night Owl,2,6,8,10,16,26
08/08/2018,Manhattan,Asser Levy,Night Owl,1,2,3,7,17,24
08/07/2018,Manhattan,John Jay,Night Owl,0,0,0,0,0,0
08/07/2018,Manhattan,Hamilton Fish,Night Owl,0,0,0,0,0,0
